Time_UTC[s] Orbit_rail_pos[mm] PI_table_pos[deg] Target_table_pos[deg] Robot_X[mm] Robot_Y[mm] Robot_Z[mm] Robot_A[deg] Robot_B[deg] Robot_C[deg] Attitude_RA[Deg] Attitude_Dec[Deg] Attitude_Rot[Deg]
1763463544.614000 1538.020020 0.000000 0.000000 -163.660200 -535.522600 680.770600 -89.996600 0.001900 90.001000 1.113368 -0.465608 0.000000
1763463544.723000 1538.020020 0.000000 0.000000 -163.654700 -531.914700 680.770900 -90.000300 0.000100 90.001800 1.106086 -0.466409 0.000000
1763463544.832000 1538.020020 0.000000 0.000000 -163.661400 -527.957100 680.772500 -89.999000 0.004900 90.001200 1.116934 -0.465803 0.000000
1763463544.942000 1538.020020 0.000000 0.000000 -163.661800 -525.811000 680.754100 -89.996000 -0.002400 90.000600 1.105406 -0.465208 0.000000
1763463545.051000 1538.020020 0.000000 0.000000 -163.652500 -522.560800 680.769700 -90.000000 -0.002000 89.999400 1.102191 -0.464008 0.000000
1763463545.160000 1538.020020 0.000000 0.000000 -163.658000 -518.599900 680.754100 -90.001300 0.002300 89.999700 1.109479 -0.464308 0.000000
1763463545.269000 1538.020020 0.000000 0.000000 -163.657600 -515.004200 680.772300 -89.995600 -0.011800 89.999900 1.087043 -0.464474 0.000000
1763463545.378000 1538.020020 0.000000 0.000000 -163.661900 -512.479000 680.755000 -89.999800 0.008100 89.999600 1.122563 -0.464193 0.000000
1763463545.488000 1538.020020 0.000000 0.000000 -163.664500 -509.240800 680.764700 -89.998800 0.011100 89.999100 1.129579 -0.463679 0.000000
1763463545.597000 1538.020020 0.000000 0.000000 -163.657600 -505.639500 680.766200 -90.000700 -0.011100 90.001800 1.083443 -0.466378 0.000000
1763463545.706000 1538.020020 0.000000 0.000000 -163.661500 -501.682600 680.751700 -89.999300 0.011500 90.002100 1.129708 -0.466676 0.000000
1763463545.815000 1538.020020 0.000000 0.000000 -163.661200 -499.517500 680.773400 -89.997900 0.002800 89.999600 1.113879 -0.464207 0.000000
1763463545.924000 1538.020020 0.000000 0.000000 -163.660100 -496.273800 680.770100 -90.001100 -0.001800 90.001000 1.101505 -0.465609 0.000000
1763463546.034000 1538.020020 0.000000 0.000000 -163.656900 -492.319400 680.760300 -90.000500 0.004900 90.000700 1.115446 -0.465303 0.000000
1763463546.143000 1538.020020 0.000000 0.000000 -163.662300 -488.720900 680.749500 -89.999100 0.002600 90.001300 1.112258 -0.465908 0.000000
1763463546.252000 1538.020020 0.000000 0.000000 -163.656700 -486.554800 680.773800 -90.000600 -0.001800 90.000500 1.102000 -0.465109 0.000000
1763463546.361000 1538.020020 0.000000 0.000000 -163.654500 -482.956900 680.759700 -89.999300 0.005500 90.001700 1.117814 -0.466302 0.000000
1763463546.470000 1538.020020 0.000000 0.000000 -163.659800 -479.364100 680.766000 -89.996800 -0.000800 89.999400 1.107788 -0.464009 0.000000
1763463546.580000 1538.020020 0.000000 0.000000 -163.655900 -475.762300 680.749700 -90.001100 -0.008800 90.000900 1.087571 -0.465490 0.000000
1763463546.689000 1538.020020 0.000000 0.000000 -163.660600 -473.243900 680.765100 -89.994700 0.003000 90.000100 1.117471 -0.464707 0.000000
1763463546.798000 1538.020020 0.000000 0.000000 -163.663600 -469.992700 680.758100 -90.000300 0.006900 90.001200 1.119612 -0.465797 0.000000
1763463546.907000 1538.020020 0.000000 0.000000 -163.660200 -466.398200 680.763400 -89.999300 -0.000300 90.000900 1.106290 -0.465509 0.000000
1763463547.016000 1538.020020 0.000000 0.000000 -163.661000 -462.439900 680.757700 -89.998400 0.001200 89.999800 1.110182 -0.464409 0.000000
1763463547.126000 1538.020020 0.000000 0.000000 -163.658700 -460.273200 680.770000 -90.001400 -0.012200 89.999600 1.080427 -0.464172 0.000000
1763463547.235000 1538.020020 0.000000 0.000000 -163.659500 -457.045300 680.760400 -89.996900 -0.001100 89.999000 1.107087 -0.463609 0.000000
1763463547.344000 1538.020020 0.000000 0.000000 -163.664500 -453.077700 680.765300 -90.000000 0.002100 89.999300 1.110384 -0.463908 0.000000
1763463547.453000 1538.020020 0.000000 0.000000 -163.657200 -449.483400 680.749500 -89.998800 0.009600 90.000600 1.126510 -0.465186 0.000000
1763463547.562000 1538.020020 0.000000 0.000000 -163.654000 -446.960200 680.778600 -89.996200 -0.009400 89.999100 1.091192 -0.463687 0.000000
1763463547.672000 1538.020020 0.000000 0.000000 -163.662000 -443.716900 680.772100 -90.001400 -0.008700 89.999800 1.087422 -0.464390 0.000000
1763463547.781000 1538.020020 0.000000 0.000000 -163.659800 -440.123700 680.761600 -89.998800 -0.007300 90.000000 1.092823 -0.464596 0.000000
1763463547.890000 1538.020020 0.000000 0.000000 -163.660500 -436.158400 680.773500 -89.999800 0.004400 89.999800 1.115170 -0.464405 0.000000
1763463547.999000 1538.020020 0.000000 0.000000 -163.660800 -434.003900 680.749800 -89.997300 0.003200 89.999200 1.115284 -0.463807 0.000000
1763463548.108000 1538.020020 0.000000 0.000000 -163.664700 -430.758600 680.758200 -90.001300 0.004600 89.999900 1.114067 -0.464504 0.000000
1763463548.218000 1538.020020 0.000000 0.000000 -163.665400 -426.800300 680.750100 -89.998600 0.008200 89.999600 1.123962 -0.464193 0.000000
1763463548.327000 1538.020020 0.000000 0.000000 -163.658800 -423.194000 680.766000 -90.001100 0.002300 90.000100 1.109675 -0.464708 0.000000
1763463548.436000 1538.020020 0.000000 0.000000 -163.660100 -421.036200 680.768700 -90.001100 -0.006000 90.000700 1.093137 -0.465300 0.000000
1763463548.545000 1538.020020 0.000000 0.000000 -163.657900 -417.445400 680.777000 -89.995000 -0.008800 89.998600 1.093570 -0.463190 0.000000
1763463548.654000 1538.020020 0.000000 0.000000 -163.654200 -413.836000 680.779000 -89.999700 0.008500 89.999500 1.123466 -0.464091 0.000000
1763463548.764000 1538.020020 0.000000 0.000000 -163.664100 -410.234900 680.755500 -90.002100 0.006700 90.000400 1.117441 -0.464998 0.000000
1763463548.873000 1538.020020 0.000000 0.000000 -163.662800 -407.715200 680.761600 -90.000400 0.001300 89.999800 1.108382 -0.464409 0.000000
1763463548.982000 1538.020020 0.000000 0.000000 -163.657900 -404.475400 680.766500 -89.999100 -0.003600 89.999700 1.099899 -0.464306 0.000000
1763463549.091000 1538.020020 0.000000 0.000000 -163.662000 -400.872500 680.773200 -90.002000 0.001300 89.999100 1.106787 -0.463709 0.000000
1763463549.200000 1538.020020 0.000000 0.000000 -163.657700 -396.920600 680.772600 -90.000100 0.005300 89.997500 1.116727 -0.462102 0.000000
1763463549.310000 1538.020020 0.000000 0.000000 -163.664600 -394.749700 680.764500 -90.001900 -0.003400 89.997100 1.097454 -0.461706 0.000000
1763463549.419000 1538.020020 0.000000 0.000000 -163.656600 -391.522700 680.772400 -89.996700 -0.002900 89.994600 1.103622 -0.459207 0.000000
1763463549.528000 1538.020020 0.000000 0.000000 -163.656200 -387.562900 680.761200 -89.999800 0.000800 89.992700 1.108013 -0.457309 0.000000
1763463549.637000 1538.020020 0.000000 0.000000 -163.658900 -383.953000 680.786200 -90.002300 0.004900 89.992100 1.113859 -0.456703 0.000000
1763463549.746000 1538.020020 0.000000 0.000000 -163.659200 -381.439100 680.772000 -89.998400 0.003400 89.993400 1.114684 -0.458007 0.000000
1763463549.856000 1538.020020 0.000000 0.000000 -163.658700 -378.198300 680.763200 -90.000200 -0.000600 89.997800 1.104783 -0.462409 0.000000
1763463549.965000 1538.020020 0.000000 0.000000 -163.660600 -374.598600 680.759200 -89.997800 0.000700 89.998400 1.109789 -0.463009 0.000000
1763463550.074000 1538.020020 0.000000 0.000000 -163.662000 -370.633800 680.776100 -90.000900 -0.002800 89.998900 1.099685 -0.463507 0.000000
1763463550.183000 1538.020020 0.000000 0.000000 -163.657900 -368.485500 680.753200 -89.994600 0.001600 89.997800 1.114797 -0.462409 0.000000
1763463550.292000 1538.020020 0.000000 0.000000 -163.655900 -365.232600 680.764600 -90.001600 0.002900 89.999800 1.110376 -0.464407 0.000000
1763463550.402000 1538.020020 0.000000 0.000000 -163.662600 -361.270600 680.767600 -90.001300 -0.002200 89.999100 1.100488 -0.463708 0.000000
1763463550.511000 1538.020020 0.000000 0.000000 -163.660100 -357.686600 680.770800 -89.996600 -0.002400 89.998800 1.104784 -0.463408 0.000000
1763463550.620000 1538.020020 0.000000 0.000000 -163.663500 -355.511300 680.768000 -90.001600 -0.000300 89.999800 1.103988 -0.464409 0.000000
1763463550.729000 1538.020020 0.000000 0.000000 -163.659900 -351.914900 680.757500 -90.000200 0.004300 89.999400 1.114579 -0.464005 0.000000
1763463550.838000 1538.020020 0.000000 0.000000 -163.662700 -348.325700 680.767500 -89.998200 -0.001300 90.000000 1.105393 -0.464609 0.000000
1763463550.948000 1538.020020 0.000000 0.000000 -163.654500 -344.716400 680.771900 -90.000300 -0.006000 89.998200 1.093862 -0.462800 0.000000
1763463551.057000 1538.020020 0.000000 0.000000 -163.657000 -342.199000 680.765100 -89.998600 -0.004000 89.998400 1.099574 -0.463005 0.000000
1763463551.166000 1538.020020 0.000000 0.000000 -163.662700 -338.957900 680.771000 -90.001100 -0.003900 89.999000 1.097286 -0.463606 0.000000
1763463551.275000 1538.020020 0.000000 0.000000 -163.661300 -335.351300 680.759100 -90.005000 -0.004500 90.001300 1.092238 -0.465904 0.000000
1763463551.384000 1538.020020 0.000000 0.000000 -163.656700 -331.393700 680.759500 -90.001700 -0.008500 89.999100 1.087491 -0.463691 0.000000
1763463551.494000 1538.020020 0.000000 0.000000 -163.663000 -329.242900 680.782000 -89.997000 -0.016000 89.997900 1.077108 -0.462446 0.000000
1763463551.603000 1538.020020 0.000000 0.000000 -163.656100 -325.995800 680.769600 -90.001000 -0.021600 89.998700 1.061981 -0.463193 0.000000
1763463551.712000 1538.020020 0.000000 0.000000 -163.663400 -322.038000 680.755800 -90.000600 -0.022500 89.999100 1.060628 -0.463583 0.000000
1763463551.821000 1538.020020 0.000000 0.000000 -163.663800 -318.445800 680.767000 -89.997000 -0.020200 89.997800 1.068686 -0.462308 0.000000
1763463551.930000 1538.020020 0.000000 0.000000 -163.661300 -315.920700 680.773300 -89.997000 -0.005000 89.997400 1.099146 -0.462003 0.000000
1763463552.040000 1538.020020 0.000000 0.000000 -163.663600 -312.674300 680.753700 -90.001500 -0.001900 90.001700 1.100912 -0.466308 0.000000
1763463552.149000 1538.020020 0.000000 0.000000 -163.658300 -309.086300 680.766800 -89.999600 -0.000300 90.001700 1.105991 -0.466309 0.000000
1763463552.258000 1538.020020 0.000000 0.000000 -163.663000 -305.116800 680.765500 -90.000000 0.001900 90.000400 1.109974 -0.465008 0.000000
1763463552.367000 1538.020020 0.000000 0.000000 -163.658600 -302.964800 680.761200 -89.995600 -0.001300 90.001100 1.108000 -0.465709 0.000000
1763463552.476000 1538.020020 0.000000 0.000000 -163.661900 -299.716500 680.757400 -90.002700 -0.001600 90.000500 1.100299 -0.465109 0.000000
1763463552.586000 1538.020020 0.000000 0.000000 -163.660700 -295.756500 680.763500 -89.999100 -0.002800 89.999700 1.101496 -0.464307 0.000000
1763463552.695000 1538.020020 0.000000 0.000000 -163.656300 -292.159900 680.755800 -89.998400 0.000300 90.000900 1.108384 -0.465509 0.000000
1763463552.804000 1538.020020 0.000000 0.000000 -163.665800 -289.994800 680.745600 -90.001700 0.005300 90.000000 1.115061 -0.464602 0.000000
1763463552.913000 1538.020020 0.000000 0.000000 -163.662500 -286.391600 680.757400 -90.002300 0.003700 89.999900 1.111271 -0.464506 0.000000
1763463553.022000 1538.020020 0.000000 0.000000 -163.664700 -282.795400 680.765700 -90.002700 -0.000200 90.000000 1.103088 -0.464609 0.000000
1763463553.132000 1538.020020 0.000000 0.000000 -163.656200 -279.207500 680.740900 -89.998000 -0.001500 90.001700 1.105207 -0.466309 0.000000
1763463553.241000 1538.020020 0.000000 0.000000 -163.660500 -276.680300 680.780400 -89.997100 -0.003100 89.999500 1.102894 -0.464107 0.000000
1763463553.350000 1538.020020 0.000000 0.000000 -163.660500 -273.442300 680.756900 -89.996200 0.004000 89.998300 1.118002 -0.462905 0.000000
1763463553.459000 1538.020020 0.000000 0.000000 -163.663300 -269.841700 680.746700 -90.000000 0.000900 90.001700 1.107975 -0.466309 0.000000
1763463553.568000 1538.020020 0.000000 0.000000 -163.654300 -265.881100 680.764300 -89.998200 -0.002800 90.001600 1.102423 -0.466207 0.000000
1763463553.678000 1538.020020 0.000000 0.000000 -163.665100 -263.712300 680.764000 -90.002000 0.002100 89.998800 1.108389 -0.463408 0.000000
1763463553.787000 1538.020020 0.000000 0.000000 -163.664500 -260.488000 680.767000 -89.994800 0.002700 90.002100 1.116746 -0.466708 0.000000
1763463553.896000 1538.020020 0.000000 0.000000 -163.662300 -256.513800 680.760400 -90.000800 -0.000200 90.000300 1.104988 -0.464909 0.000000
1763463554.005000 1538.020020 0.000000 0.000000 -163.658000 -252.917200 680.768200 -89.999300 -0.006600 89.999100 1.093690 -0.463698 0.000000
1763463554.114000 1538.020020 0.000000 0.000000 -163.662600 -250.403200 680.751300 -90.000900 -0.000600 90.000800 1.104092 -0.465409 0.000000
1763463554.224000 1538.020020 0.000000 0.000000 -163.658800 -247.148000 680.772200 -90.002300 0.002000 89.999900 1.107878 -0.464508 0.000000
1763463554.333000 1538.020020 0.000000 0.000000 -163.654800 -243.569500 680.751100 -89.994100 0.002100 90.002600 1.116250 -0.467208 0.000000
1763463554.442000 1538.020020 0.000000 0.000000 -163.666400 -239.603300 680.751600 -90.001300 0.006600 90.001300 1.118012 -0.465898 0.000000
1763463554.551000 1538.020020 0.000000 0.000000 -163.661400 -237.438200 680.769700 -89.996600 0.009000 90.000000 1.127542 -0.464589 0.000000
1763463554.660000 1538.020020 0.000000 0.000000 -163.657600 -234.198700 680.755600 -90.000200 -0.004300 90.001300 1.097436 -0.465905 0.000000
1763463554.770000 1538.020020 0.000000 0.000000 -163.661000 -230.244000 680.762100 -89.999200 0.001800 90.001400 1.110566 -0.466009 0.000000
1763463554.879000 1538.020020 0.000000 0.000000 -163.664100 -226.634400 680.755700 -90.003000 -0.000600 89.999500 1.101988 -0.464109 0.000000
1763463554.988000 1538.020020 0.000000 0.000000 -163.655000 -224.481700 680.763800 -89.997700 0.004700 90.001200 1.117836 -0.465804 0.000000
1763463555.097000 1538.020020 0.000000 0.000000 -163.664200 -220.884400 680.752700 -89.997300 0.001200 89.998800 1.111288 -0.463409 0.000000
1763463555.206000 1538.020020 0.000000 0.000000 -163.662600 -217.269100 680.765500 -90.004900 0.001300 90.001100 1.103874 -0.465709 0.000000
1763463555.316000 1538.020020 0.000000 0.000000 -163.662600 -213.679600 680.761100 -89.997200 0.006600 89.999100 1.122184 -0.463698 0.000000
1763463555.425000 1538.020020 0.000000 0.000000 -163.663000 -211.161800 680.764300 -89.999000 0.000900 89.997300 1.108995 -0.461909 0.000000
1763463555.534000 1538.020020 0.000000 0.000000 -163.655000 -207.922100 680.758000 -89.995900 0.001500 90.001600 1.113268 -0.466209 0.000000
1763463555.643000 1538.020020 0.000000 0.000000 -163.662900 -204.316200 680.755400 -90.001200 -0.009200 90.001900 1.086720 -0.466488 0.000000
1763463555.752000 1538.020020 0.000000 0.000000 -163.661200 -200.357700 680.757500 -90.003300 -0.001700 90.001300 1.099506 -0.465909 0.000000
1763463555.862000 1538.020020 0.000000 0.000000 -163.663000 -198.191000 680.768200 -90.001700 0.011800 89.999100 1.128078 -0.463675 0.000000
1763463555.971000 1538.020020 0.000000 0.000000 -163.663100 -194.958700 680.758400 -89.999500 -0.010600 90.001200 1.085605 -0.465781 0.000000
1763463556.080000 1538.020020 0.000000 0.000000 -163.666400 -190.998500 680.749900 -90.001900 -0.003300 90.002900 1.097750 -0.467507 0.000000
1763463556.189000 1538.020020 0.000000 0.000000 -163.663600 -187.395800 680.765600 -89.999800 0.002900 89.999300 1.112183 -0.463907 0.000000
1763463556.298000 1538.020020 0.000000 0.000000 -163.660200 -184.883300 680.764500 -89.995900 0.005000 90.000200 1.120258 -0.464803 0.000000
1763463556.408000 1538.020020 0.000000 0.000000 -163.663900 -181.638600 680.761600 -90.000800 0.005200 90.001800 1.115715 -0.466403 0.000000
1763463556.517000 1538.020020 0.000000 0.000000 -163.662800 -178.035700 680.753000 -90.000900 -0.010100 90.001900 1.085234 -0.466484 0.000000
1763463556.626000 1538.020020 0.000000 0.000000 -163.658800 -174.076300 680.769700 -89.999300 -0.005700 90.001000 1.095543 -0.465601 0.000000
1763463556.735000 1538.020020 0.000000 0.000000 -163.663200 -171.917900 680.740100 -90.004000 0.008700 90.003700 1.119384 -0.468290 0.000000
1763463556.844000 1538.020020 0.000000 0.000000 -163.659100 -168.676200 680.774400 -89.999300 -0.001600 89.998400 1.103682 -0.463009 0.000000
1763463556.954000 1538.020020 0.000000 0.000000 -163.662100 -164.716000 680.755700 -89.998400 0.007000 90.003300 1.121638 -0.467897 0.000000
1763463557.063000 1538.020020 0.000000 0.000000 -163.664200 -161.124500 680.746600 -89.998800 0.002600 90.001300 1.112558 -0.465908 0.000000
1763463557.172000 1538.020020 0.000000 0.000000 -163.661500 -158.954100 680.766000 -90.000800 -0.002900 89.998900 1.099585 -0.463507 0.000000
1763463557.281000 1538.020020 0.000000 0.000000 -163.664000 -155.356500 680.754700 -90.000300 0.002800 90.004400 1.111413 -0.469007 0.000000
1763463557.390000 1538.020020 0.000000 0.000000 -163.664000 -151.766700 680.764500 -89.998000 0.001900 90.000800 1.111970 -0.465408 0.000000
1763463557.500000 1538.020020 0.000000 0.000000 -163.640500 -150.048200 680.818000 -89.993000 -0.008100 89.992700 1.096729 -0.457293 0.000000
1763463557.609000 1538.020020 0.000000 0.000000 -163.651700 -149.997800 680.768900 -89.995000 0.004400 89.998900 1.119990 -0.463505 0.000000
1763463557.718000 1538.020020 0.000000 0.000000 -163.654600 -149.995000 680.765300 -89.996000 0.005400 89.999600 1.120971 -0.464202 0.000000
1763463557.827000 1538.020020 0.000000 0.000000 -163.658800 -149.999500 680.760500 -89.996500 0.006600 89.999600 1.122868 -0.464198 0.000000
1763463557.936000 1538.020020 0.000000 0.000000 -163.659900 -150.000700 680.758400 -89.997000 0.006000 90.000000 1.121158 -0.464600 0.000000
1763463558.046000 1538.020020 0.000000 0.000000 -163.659900 -150.003400 680.760200 -89.996800 0.006300 89.999500 1.121972 -0.464099 0.000000
1763463558.155000 1538.020020 0.000000 0.000000 -163.661000 -150.005300 680.758400 -89.996800 0.005700 89.999700 1.120768 -0.464301 0.000000
1763463558.264000 1538.020020 0.000000 0.000000 -163.649900 -152.288400 680.741000 -89.981700 0.033100 90.019200 1.187385 -0.483522 0.000000
1763463558.373000 1538.020020 0.000000 0.000000 -163.663500 -155.845500 680.761600 -89.994200 -0.010000 89.999000 1.091988 -0.463584 0.000000
1763463558.482000 1538.020020 0.000000 0.000000 -163.663300 -158.359900 680.772000 -89.999200 0.001300 89.998400 1.109591 -0.463009 0.000000
1763463558.592000 1538.020020 0.000000 0.000000 -163.659400 -161.603300 680.746300 -90.000000 0.005400 90.004100 1.116851 -0.468702 0.000000
1763463558.701000 1538.020020 0.000000 0.000000 -163.661300 -165.196500 680.771000 -89.999300 -0.010000 90.001000 1.086988 -0.465584 0.000000
1763463558.810000 1538.020020 0.000000 0.000000 -163.662500 -169.157400 680.769500 -89.999800 0.000100 90.000500 1.106586 -0.465109 0.000000
1763463558.919000 1538.020020 0.000000 0.000000 -163.665700 -171.315100 680.750500 -90.004600 0.008200 90.002500 1.117844 -0.467092 0.000000
1763463559.028000 1538.020020 0.000000 0.000000 -163.663000 -174.558500 680.756200 -89.999900 -0.004000 90.003600 1.098378 -0.468205 0.000000
